('There is a aardvark in indiana.', 'A aardvark can be found in purdue university.', False)
("Abigale doesn't like reading in hong kong.", "Abigale doesn't like reading.", False)
("Abigale doesn't like reading in hong kong.", "Abigale doesn't like hong kong.", False)
("Abigale doesn't like reading in hong kong.", 'Abigale likes reading in hong kong.', False)
("Abigale doesn't like reading in san francisco.", "Abigale doesn't like reading.", False)
("Abigale doesn't like reading in san francisco.", "Abigale doesn't like san francisco.", False)
("Abigale doesn't like reading in san francisco.", 'Abigale likes reading in san francisco.', False)
("Abigale doesn't like writing in indiana.", "Abigale doesn't like writing.", False)
("Abigale doesn't like writing in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like writing in indiana.", 'Abigale likes writing in indiana.', False)
("Abigale doesn't like writing in purdue university.", "Abigale doesn't like writing.", False)
("Abigale doesn't like writing in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like writing in purdue university.", 'Abigale likes writing in purdue university.', False)
("Abigale doesn't like writing in chicago.", "Abigale doesn't like writing.", False)
("Abigale doesn't like writing in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like writing in chicago.", 'Abigale likes writing in chicago.', False)
("Abigale doesn't like writing in paris.", "Abigale doesn't like writing.", False)
("Abigale doesn't like writing in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like writing in paris.", 'Abigale likes writing in paris.', False)
("Abigale doesn't like writing in new york.", "Abigale doesn't like writing.", False)
("Abigale doesn't like writing in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like writing in new york.", 'Abigale likes writing in new york.', False)
("Abigale doesn't like writing in london.", "Abigale doesn't like writing.", False)
("Abigale doesn't like writing in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like writing in london.", 'Abigale likes writing in london.', False)
("Abigale doesn't like writing in michigan.", "Abigale doesn't like writing.", False)
("Abigale doesn't like writing in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like writing in michigan.", 'Abigale likes writing in michigan.', False)
("Abigale doesn't like writing in hong kong.", "Abigale doesn't like writing.", False)
("Abigale doesn't like writing in hong kong.", "Abigale doesn't like hong kong.", False)
("Abigale doesn't like writing in hong kong.", 'Abigale likes writing in hong kong.', False)
("Abigale doesn't like writing in san francisco.", "Abigale doesn't like writing.", False)
("Abigale doesn't like writing in san francisco.", "Abigale doesn't like san francisco.", False)
("Abigale doesn't like writing in san francisco.", 'Abigale likes writing in san francisco.', False)
("Abigale doesn't like singing in indiana.", "Abigale doesn't like singing.", False)
("Abigale doesn't like singing in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like singing in indiana.", 'Abigale likes singing in indiana.', False)
("Abigale doesn't like singing in purdue university.", "Abigale doesn't like singing.", False)
("Abigale doesn't like singing in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like singing in purdue university.", 'Abigale likes singing in purdue university.', False)
("Abigale doesn't like singing in chicago.", "Abigale doesn't like singing.", False)
("Abigale doesn't like singing in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like singing in chicago.", 'Abigale likes singing in chicago.', False)
("Abigale doesn't like singing in paris.", "Abigale doesn't like singing.", False)
("Abigale doesn't like singing in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like singing in paris.", 'Abigale likes singing in paris.', False)
("Abigale doesn't like singing in new york.", "Abigale doesn't like singing.", False)
("Abigale doesn't like singing in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like singing in new york.", 'Abigale likes singing in new york.', False)
("Abigale doesn't like singing in london.", "Abigale doesn't like singing.", False)
("Abigale doesn't like singing in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like singing in london.", 'Abigale likes singing in london.', False)
("Abigale doesn't like singing in michigan.", "Abigale doesn't like singing.", False)
("Abigale doesn't like singing in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like singing in michigan.", 'Abigale likes singing in michigan.', False)
("Abigale doesn't like singing in hong kong.", "Abigale doesn't like singing.", False)
("Abigale doesn't like singing in hong kong.", "Abigale doesn't like hong kong.", False)
("Abigale doesn't like singing in hong kong.", 'Abigale likes singing in hong kong.', False)
("Abigale doesn't like singing in san francisco.", "Abigale doesn't like singing.", False)
("Abigale doesn't like singing in san francisco.", "Abigale doesn't like san francisco.", False)
("Abigale doesn't like singing in san francisco.", 'Abigale likes singing in san francisco.', False)
("Abigale doesn't like hanging out in indiana.", "Abigale doesn't like hanging out.", False)
("Abigale doesn't like hanging out in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like hanging out in indiana.", 'Abigale likes hanging out in indiana.', False)
("Abigale doesn't like hanging out in purdue university.", "Abigale doesn't like hanging out.", False)
("Abigale doesn't like hanging out in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like hanging out in purdue university.", 'Abigale likes hanging out in purdue university.', False)
("Abigale doesn't like hanging out in chicago.", "Abigale doesn't like hanging out.", False)
("Abigale doesn't like hanging out in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like hanging out in chicago.", 'Abigale likes hanging out in chicago.', False)
("Abigale doesn't like hanging out in paris.", "Abigale doesn't like hanging out.", False)
("Abigale doesn't like hanging out in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like hanging out in paris.", 'Abigale likes hanging out in paris.', False)
("Abigale doesn't like hanging out in new york.", "Abigale doesn't like hanging out.", False)
("Abigale doesn't like hanging out in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like hanging out in new york.", 'Abigale likes hanging out in new york.', False)
("Abigale doesn't like hanging out in london.", "Abigale doesn't like hanging out.", False)
("Abigale doesn't like hanging out in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like hanging out in london.", 'Abigale likes hanging out in london.', False)
("Abigale doesn't like hanging out in michigan.", "Abigale doesn't like hanging out.", False)
("Abigale doesn't like hanging out in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like hanging out in michigan.", 'Abigale likes hanging out in michigan.', False)
("Abigale doesn't like hanging out in hong kong.", "Abigale doesn't like hanging out.", False)
("Abigale doesn't like hanging out in hong kong.", "Abigale doesn't like hong kong.", False)
("Abigale doesn't like hanging out in hong kong.", 'Abigale likes hanging out in hong kong.', False)
("Abigale doesn't like hanging out in san francisco.", "Abigale doesn't like hanging out.", False)
("Abigale doesn't like hanging out in san francisco.", "Abigale doesn't like san francisco.", False)
("Abigale doesn't like hanging out in san francisco.", 'Abigale likes hanging out in san francisco.', False)
("Abigale doesn't like watching movies in indiana.", "Abigale doesn't like watching movies.", False)
("Abigale doesn't like watching movies in indiana.", "Abigale doesn't like indiana.", False)
("Abigale doesn't like watching movies in indiana.", 'Abigale likes watching movies in indiana.', False)
("Abigale doesn't like watching movies in purdue university.", "Abigale doesn't like watching movies.", False)
("Abigale doesn't like watching movies in purdue university.", "Abigale doesn't like purdue university.", False)
("Abigale doesn't like watching movies in purdue university.", 'Abigale likes watching movies in purdue university.', False)
("Abigale doesn't like watching movies in chicago.", "Abigale doesn't like watching movies.", False)
("Abigale doesn't like watching movies in chicago.", "Abigale doesn't like chicago.", False)
("Abigale doesn't like watching movies in chicago.", 'Abigale likes watching movies in chicago.', False)
("Abigale doesn't like watching movies in paris.", "Abigale doesn't like watching movies.", False)
("Abigale doesn't like watching movies in paris.", "Abigale doesn't like paris.", False)
("Abigale doesn't like watching movies in paris.", 'Abigale likes watching movies in paris.', False)
("Abigale doesn't like watching movies in new york.", "Abigale doesn't like watching movies.", False)
("Abigale doesn't like watching movies in new york.", "Abigale doesn't like new york.", False)
("Abigale doesn't like watching movies in new york.", 'Abigale likes watching movies in new york.', False)
("Abigale doesn't like watching movies in london.", "Abigale doesn't like watching movies.", False)
("Abigale doesn't like watching movies in london.", "Abigale doesn't like london.", False)
("Abigale doesn't like watching movies in london.", 'Abigale likes watching movies in london.', False)
("Abigale doesn't like watching movies in michigan.", "Abigale doesn't like watching movies.", False)
("Abigale doesn't like watching movies in michigan.", "Abigale doesn't like michigan.", False)
("Abigale doesn't like watching movies in michigan.", 'Abigale likes watching movies in michigan.', False)
("Abigale doesn't like watching movies in hong kong.", "Abigale doesn't like watching movies.", False)
