('There is not a rock & roll album in colorado.', 'There is not a music album in colorado.', False)
('The employment is living with a eukaryote.', 'The employment has a gerbil in his home.', False)
('The legal assistant is living with a animal.', 'The legal assistant has a gerbil in his home.', False)
('The lift attendant is living with a lifeform.', 'The lift attendant has a giraffe in his home.', False)
('The administration clerk is living with a eukaryote.', 'The administration clerk has a giraffe in his home.', False)
('The advertising clerk is living with a animal.', 'The advertising clerk has a giraffe in his home.', False)
('The gaming board inspector is living with a lifeform.', 'The gaming board inspector has a gnat in his home.', False)
('The shop keeper is living with a eukaryote.', 'The shop keeper has a gnat in his home.', False)
('The mortgage broker is living with a animal.', 'The mortgage broker has a gnat in his home.', False)
('The writer is living with a lifeform.', 'The writer has a gnu in his home.', False)
('The purchase ledger clerk is living with a eukaryote.', 'The purchase ledger clerk has a gnu in his home.', False)
('The literary agent is living with a animal.', 'The literary agent has a gnu in his home.', False)
('The shooting instructor is living with a lifeform.', 'The shooting instructor has a goat in his home.', False)
('The medical assistant is living with a eukaryote.', 'The medical assistant has a goat in his home.', False)
('The choreographer is living with a animal.', 'The choreographer has a goat in his home.', False)
('The mining consultant is living with a lifeform.', 'The mining consultant has a goldfinch in his home.', False)
('The waitress is living with a eukaryote.', 'The waitress has a goldfinch in his home.', False)
('The journalist is living with a animal.', 'The journalist has a goldfinch in his home.', False)
('The gardener is living with a lifeform.', 'The gardener has a goldfish in his home.', False)
('The storewoman is living with a eukaryote.', 'The storewoman has a goldfish in his home.', False)
('The horse trainer is living with a animal.', 'The horse trainer has a goldfish in his home.', False)
('The fuel merchant is living with a lifeform.', 'The fuel merchant has a goose in his home.', False)
('The tyre fitter is living with a eukaryote.', 'The tyre fitter has a goose in his home.', False)
('The tax officer is living with a animal.', 'The tax officer has a goose in his home.', False)
('The physician is living with a lifeform.', 'The physician has a gorilla in his home.', False)
('The tyre builder is living with a eukaryote.', 'The tyre builder has a gorilla in his home.', False)
('The panel beater is living with a animal.', 'The panel beater has a gorilla in his home.', False)
('The office worker is living with a lifeform.', 'The office worker has a goshawk in his home.', False)
('The aerial erector is living with a eukaryote.', 'The aerial erector has a goshawk in his home.', False)
('The minicab driver is living with a animal.', 'The minicab driver has a goshawk in his home.', False)
('The hearing therapist is living with a lifeform.', 'The hearing therapist has a grasshopper in his home.', False)
('The footballer is living with a eukaryote.', 'The footballer has a grasshopper in his home.', False)
('The linguist is living with a animal.', 'The linguist has a grasshopper in his home.', False)
('The meteorologist is living with a lifeform.', 'The meteorologist has a grouse in his home.', False)
('The horse trader is living with a eukaryote.', 'The horse trader has a grouse in his home.', False)
('The massage therapist is living with a animal.', 'The massage therapist has a grouse in his home.', False)
('The pipe fitter is living with a lifeform.', 'The pipe fitter has a guanaco in his home.', False)
('The timber worker is living with a eukaryote.', 'The timber worker has a guanaco in his home.', False)
('The magistrates clerk is living with a animal.', 'The magistrates clerk has a guanaco in his home.', False)
('The hardware dealer is living with a lifeform.', 'The hardware dealer has a gull in his home.', False)
('The veterinary surgeon is living with a eukaryote.', 'The veterinary surgeon has a gull in his home.', False)
('The careers officer is living with a animal.', 'The careers officer has a gull in his home.', False)
('The sales support is living with a lifeform.', 'The sales support has a hamster in his home.', False)
('The cartoonist is living with a eukaryote.', 'The cartoonist has a hamster in his home.', False)
('The psychoanalyst is living with a animal.', 'The psychoanalyst has a hamster in his home.', False)
('The church officer is living with a lifeform.', 'The church officer has a hare in his home.', False)
('The baggage handler is living with a eukaryote.', 'The baggage handler has a hare in his home.', False)
('The flower arranger is living with a animal.', 'The flower arranger has a hare in his home.', False)
('The church warden is living with a lifeform.', 'The church warden has a hawk in his home.', False)
('The adjustor is living with a eukaryote.', 'The adjustor has a hawk in his home.', False)
('The medical advisor is living with a animal.', 'The medical advisor has a hawk in his home.', False)
('The machine minder is living with a lifeform.', 'The machine minder has a hedgehog in his home.', False)
('The violin maker is living with a eukaryote.', 'The violin maker has a hedgehog in his home.', False)
('The safety officer is living with a animal.', 'The safety officer has a hedgehog in his home.', False)
('The travel agent is living with a lifeform.', 'The travel agent has a heron in his home.', False)
('The podiatrist is living with a eukaryote.', 'The podiatrist has a heron in his home.', False)
('The cafe owner is living with a animal.', 'The cafe owner has a heron in his home.', False)
