('neighborhoods are found in cities.', 'neighborhoods contain cities', True)
('Some cockroach found apartments in cities.', 'apartments were found in cities by the cockroach', True)
('Some cod found apartments in cities.', 'apartments were found in cities by the cod', True)
('Some cormorant found apartments in cities.', 'apartments were found in cities by the cormorant', True)
('Some coyote found apartments in cities.', 'apartments were found in cities by the coyote', True)
('Some crab found apartments in cities.', 'apartments were found in cities by the crab', True)
('Some crane found apartments in cities.', 'apartments were found in cities by the crane', True)
('Some crocodile found apartments in cities.', 'apartments were found in cities by the crocodile', True)
('Some crow found apartments in cities.', 'apartments were found in cities by the crow', True)
('Some curlew found apartments in cities.', 'apartments were found in cities by the curlew', True)
('Some deer found apartments in cities.', 'apartments were found in cities by the deer', True)
('Some dinosaur found apartments in cities.', 'apartments were found in cities by the dinosaur', True)
('Some dog found apartments in cities.', 'apartments were found in cities by the dog', True)
('Some dogfish found apartments in cities.', 'apartments were found in cities by the dogfish', True)
('Some dolphin found apartments in cities.', 'apartments were found in cities by the dolphin', True)
('Some dotterel found apartments in cities.', 'apartments were found in cities by the dotterel', True)
('Some dove found apartments in cities.', 'apartments were found in cities by the dove', True)
('Some dragonfly found apartments in cities.', 'apartments were found in cities by the dragonfly', True)
('Some duck found apartments in cities.', 'apartments were found in cities by the duck', True)
('Some dugong found apartments in cities.', 'apartments were found in cities by the dugong', True)
('Some dunlin found apartments in cities.', 'apartments were found in cities by the dunlin', True)
('Some eagle found apartments in cities.', 'apartments were found in cities by the eagle', True)
('Some echidna found apartments in cities.', 'apartments were found in cities by the echidna', True)
('Some eel found apartments in cities.', 'apartments were found in cities by the eel', True)
('Some eland found apartments in cities.', 'apartments were found in cities by the eland', True)
('Some elephant found apartments in cities.', 'apartments were found in cities by the elephant', True)
('Some elk found apartments in cities.', 'apartments were found in cities by the elk', True)
('Some emu found apartments in cities.', 'apartments were found in cities by the emu', True)
('Some falcon found apartments in cities.', 'apartments were found in cities by the falcon', True)
('Some ferret found apartments in cities.', 'apartments were found in cities by the ferret', True)
('Some finch found apartments in cities.', 'apartments were found in cities by the finch', True)
('Some fish found apartments in cities.', 'apartments were found in cities by the fish', True)
('Some flamingo found apartments in cities.', 'apartments were found in cities by the flamingo', True)
('Some fly found apartments in cities.', 'apartments were found in cities by the fly', True)
('Some fox found apartments in cities.', 'apartments were found in cities by the fox', True)
('Some frog found apartments in cities.', 'apartments were found in cities by the frog', True)
('Some gaur found apartments in cities.', 'apartments were found in cities by the gaur', True)
('Some gazelle found apartments in cities.', 'apartments were found in cities by the gazelle', True)
('Some gerbil found apartments in cities.', 'apartments were found in cities by the gerbil', True)
('Some giraffe found apartments in cities.', 'apartments were found in cities by the giraffe', True)
('Some gnat found apartments in cities.', 'apartments were found in cities by the gnat', True)
('Some gnu found apartments in cities.', 'apartments were found in cities by the gnu', True)
('Some goat found apartments in cities.', 'apartments were found in cities by the goat', True)
('Some goldfinch found apartments in cities.', 'apartments were found in cities by the goldfinch', True)
('Some goldfish found apartments in cities.', 'apartments were found in cities by the goldfish', True)
('Some goose found apartments in cities.', 'apartments were found in cities by the goose', True)
('Some gorilla found apartments in cities.', 'apartments were found in cities by the gorilla', True)
('Some goshawk found apartments in cities.', 'apartments were found in cities by the goshawk', True)
('Some grasshopper found apartments in cities.', 'apartments were found in cities by the grasshopper', True)
('Some grouse found apartments in cities.', 'apartments were found in cities by the grouse', True)
('Some guanaco found apartments in cities.', 'apartments were found in cities by the guanaco', True)
('Some gull found apartments in cities.', 'apartments were found in cities by the gull', True)
('Some hamster found apartments in cities.', 'apartments were found in cities by the hamster', True)
('Some hare found apartments in cities.', 'apartments were found in cities by the hare', True)
('Some hawk found apartments in cities.', 'apartments were found in cities by the hawk', True)
('Some hedgehog found apartments in cities.', 'apartments were found in cities by the hedgehog', True)
('Some heron found apartments in cities.', 'apartments were found in cities by the heron', True)
('Some herring found apartments in cities.', 'apartments were found in cities by the herring', True)
('Some hippopotamus found apartments in cities.', 'apartments were found in cities by the hippopotamus', True)
('Some hornet found apartments in cities.', 'apartments were found in cities by the hornet', True)
('Some horse found apartments in cities.', 'apartments were found in cities by the horse', True)
('Some human found apartments in cities.', 'apartments were found in cities by the human', True)
('Some hummingbird found apartments in cities.', 'apartments were found in cities by the hummingbird', True)
('Some hyena found apartments in cities.', 'apartments were found in cities by the hyena', True)
('Some ibex found apartments in cities.', 'apartments were found in cities by the ibex', True)
('Some ibis found apartments in cities.', 'apartments were found in cities by the ibis', True)
('Some jackal found apartments in cities.', 'apartments were found in cities by the jackal', True)
('Some jaguar found apartments in cities.', 'apartments were found in cities by the jaguar', True)
('Some jay found apartments in cities.', 'apartments were found in cities by the jay', True)
