('A automobile is a vehicle.', 'A automobile is a vehicle.', True)
('There is a koala in london.', 'There is a animal in london.', True)
('There is a kookabura in new york.', 'There is a lifeform in new york.', True)
('There is a kookabura in indiana.', 'There is a eukaryote in indiana.', True)
('There is a kookabura in new york.', 'There is a animal in new york.', True)
('There is a kouprey in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a kouprey in michigan.', 'There is a eukaryote in michigan.', True)
('There is a kouprey in purdue university.', 'There is a animal in purdue university.', True)
('There is a kudu in indiana.', 'There is a lifeform in indiana.', True)
('There is a kudu in indiana.', 'There is a eukaryote in indiana.', True)
('There is a kudu in chicago.', 'There is a animal in chicago.', True)
('There is a lapwing in new york.', 'There is a lifeform in new york.', True)
('There is a lapwing in indiana.', 'There is a eukaryote in indiana.', True)
('There is a lapwing in paris.', 'There is a animal in paris.', True)
('There is a lark in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a lark in paris.', 'There is a eukaryote in paris.', True)
('There is a lark in michigan.', 'There is a animal in michigan.', True)
('There is a lemur in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a lemur in chicago.', 'There is a eukaryote in chicago.', True)
('There is a lemur in purdue university.', 'There is a animal in purdue university.', True)
('There is a leopard in michigan.', 'There is a lifeform in michigan.', True)
('There is a leopard in new york.', 'There is a eukaryote in new york.', True)
('There is a leopard in paris.', 'There is a animal in paris.', True)
('There is a lion in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a lion in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a lion in indiana.', 'There is a animal in indiana.', True)
('There is a llama in london.', 'There is a lifeform in london.', True)
('There is a llama in indiana.', 'There is a eukaryote in indiana.', True)
('There is a llama in paris.', 'There is a animal in paris.', True)
('There is a lobster in london.', 'There is a lifeform in london.', True)
('There is a lobster in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a lobster in paris.', 'There is a animal in paris.', True)
('There is a locust in michigan.', 'There is a lifeform in michigan.', True)
('There is a locust in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a locust in london.', 'There is a animal in london.', True)
('There is a loris in new york.', 'There is a lifeform in new york.', True)
('There is a loris in chicago.', 'There is a eukaryote in chicago.', True)
('There is a loris in indiana.', 'There is a animal in indiana.', True)
('There is a louse in michigan.', 'There is a lifeform in michigan.', True)
('There is a louse in chicago.', 'There is a eukaryote in chicago.', True)
('There is a louse in indiana.', 'There is a animal in indiana.', True)
('There is a lyrebird in chicago.', 'There is a lifeform in chicago.', True)
('There is a lyrebird in indiana.', 'There is a eukaryote in indiana.', True)
('There is a lyrebird in chicago.', 'There is a animal in chicago.', True)
('There is a magpie in london.', 'There is a lifeform in london.', True)
('There is a magpie in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a magpie in indiana.', 'There is a animal in indiana.', True)
('There is a mallard in paris.', 'There is a lifeform in paris.', True)
('There is a mallard in indiana.', 'There is a eukaryote in indiana.', True)
('There is a mallard in purdue university.', 'There is a animal in purdue university.', True)
('There is a manatee in new york.', 'There is a lifeform in new york.', True)
('There is a manatee in michigan.', 'There is a eukaryote in michigan.', True)
('There is a manatee in purdue university.', 'There is a animal in purdue university.', True)
('There is a mandrill in london.', 'There is a lifeform in london.', True)
('There is a mandrill in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a mandrill in london.', 'There is a animal in london.', True)
('There is a mantis in london.', 'There is a lifeform in london.', True)
('There is a mantis in chicago.', 'There is a eukaryote in chicago.', True)
('There is a mantis in london.', 'There is a animal in london.', True)
('There is a marten in london.', 'There is a lifeform in london.', True)
('There is a marten in michigan.', 'There is a eukaryote in michigan.', True)
('There is a marten in chicago.', 'There is a animal in chicago.', True)
('There is a meerkat in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a meerkat in indiana.', 'There is a eukaryote in indiana.', True)
('There is a meerkat in paris.', 'There is a animal in paris.', True)
('There is a mink in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a mink in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a mink in hong kong.', 'There is a animal in hong kong.', True)
('There is a mole in chicago.', 'There is a lifeform in chicago.', True)
('There is a mole in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a mole in purdue university.', 'There is a animal in purdue university.', True)
('There is a mongoose in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a mongoose in london.', 'There is a eukaryote in london.', True)
('There is a mongoose in indiana.', 'There is a animal in indiana.', True)
('There is a monkey in indiana.', 'There is a lifeform in indiana.', True)
('There is a monkey in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a monkey in hong kong.', 'There is a animal in hong kong.', True)
('There is a moose in indiana.', 'There is a lifeform in indiana.', True)
('There is a moose in indiana.', 'There is a eukaryote in indiana.', True)
('There is a moose in hong kong.', 'There is a animal in hong kong.', True)
('There is a mosquito in indiana.', 'There is a lifeform in indiana.', True)
('There is a mosquito in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a mosquito in new york.', 'There is a animal in new york.', True)
('There is a mouse in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a mouse in paris.', 'There is a eukaryote in paris.', True)
('There is a mouse in san francisco.', 'There is a animal in san francisco.', True)
('There is a mule in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a mule in indiana.', 'There is a eukaryote in indiana.', True)
('There is a mule in purdue university.', 'There is a animal in purdue university.', True)
('There is a narwhal in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a narwhal in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a narwhal in chicago.', 'There is a animal in chicago.', True)
('There is a newt in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a newt in new york.', 'There is a eukaryote in new york.', True)
('There is a newt in purdue university.', 'There is a animal in purdue university.', True)
('There is a nightingale in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a nightingale in indiana.', 'There is a eukaryote in indiana.', True)
('There is a nightingale in hong kong.', 'There is a animal in hong kong.', True)
('There is a octopus in indiana.', 'There is a lifeform in indiana.', True)
('There is a octopus in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a octopus in purdue university.', 'There is a animal in purdue university.', True)
('There is a okapi in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a okapi in paris.', 'There is a eukaryote in paris.', True)
('There is a okapi in san francisco.', 'There is a animal in san francisco.', True)
('There is a opossum in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a opossum in indiana.', 'There is a eukaryote in indiana.', True)
('There is a opossum in new york.', 'There is a animal in new york.', True)
('There is a oryx in indiana.', 'There is a lifeform in indiana.', True)
('There is a oryx in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a oryx in paris.', 'There is a animal in paris.', True)
('There is a ostrich in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a ostrich in chicago.', 'There is a eukaryote in chicago.', True)
('There is a ostrich in hong kong.', 'There is a animal in hong kong.', True)
('There is a otter in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a otter in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a otter in london.', 'There is a animal in london.', True)
('There is a owl in chicago.', 'There is a lifeform in chicago.', True)
('There is a owl in paris.', 'There is a eukaryote in paris.', True)
('There is a owl in paris.', 'There is a animal in paris.', True)
