('The turtle is in the milky way galaxy.', 'The turtle is in the universe.', True)
('The kudu is not in zambia.', 'The kudu could be in our solar system.', True)
('The mouse is not on zambia.', 'The mouse could be in earth.', True)
('The red deer is not in zambia.', 'The red deer could be in africa.', True)
('The red deer is not in somalia.', 'The red deer could be in the universe.', True)
('The lyrebird is not in somalia.', 'The lyrebird could be in the milky way galaxy.', True)
('The squirrel is not in somalia.', 'The squirrel could be in our solar system.', True)
('The louse is not on somalia.', 'The louse could be in earth.', True)
('The beaver is not in somalia.', 'The beaver could be in africa.', True)
('The hare is not in senegal.', 'The hare could be in the universe.', True)
('The reindeer is not in senegal.', 'The reindeer could be in the milky way galaxy.', True)
('The gorilla is not in senegal.', 'The gorilla could be in our solar system.', True)
('The mantis is not on senegal.', 'The mantis could be in earth.', True)
('The lobster is not in senegal.', 'The lobster could be in africa.', True)
('The mole is not in chad.', 'The mole could be in the universe.', True)
('The pheasant is not in chad.', 'The pheasant could be in the milky way galaxy.', True)
('The woodpecker is not in chad.', 'The woodpecker could be in our solar system.', True)
('The jay is not on chad.', 'The jay could be in earth.', True)
('The chough is not in chad.', 'The chough could be in africa.', True)
('The vulture is not in zimbabwe.', 'The vulture could be in the universe.', True)
('The octopus is not in zimbabwe.', 'The octopus could be in the milky way galaxy.', True)
('The cod is not in zimbabwe.', 'The cod could be in our solar system.', True)
('The starling is not on zimbabwe.', 'The starling could be in earth.', True)
('The snake is not in zimbabwe.', 'The snake could be in africa.', True)
('The goldfinch is not in rwanda.', 'The goldfinch could be in the universe.', True)
('The alpaca is not in rwanda.', 'The alpaca could be in the milky way galaxy.', True)
('The rabbit is not in rwanda.', 'The rabbit could be in our solar system.', True)
('The starling is not on rwanda.', 'The starling could be in earth.', True)
('The badger is not in rwanda.', 'The badger could be in africa.', True)
('The human is not in tunisia.', 'The human could be in the universe.', True)
('The eagle is not in tunisia.', 'The eagle could be in the milky way galaxy.', True)
('The goldfinch is not in tunisia.', 'The goldfinch could be in our solar system.', True)
('The rabbit is not on tunisia.', 'The rabbit could be in earth.', True)
('The camel is not in tunisia.', 'The camel could be in africa.', True)
('The woodcock is not in guinea.', 'The woodcock could be in the universe.', True)
('The oyster is not in guinea.', 'The oyster could be in the milky way galaxy.', True)
('The skunk is not in guinea.', 'The skunk could be in our solar system.', True)
('The scorpion is not on guinea.', 'The scorpion could be in earth.', True)
('The lapwing is not in guinea.', 'The lapwing could be in africa.', True)
('The leopard is not in benin.', 'The leopard could be in the universe.', True)
('The gorilla is not in benin.', 'The gorilla could be in the milky way galaxy.', True)
('The camel is not in benin.', 'The camel could be in our solar system.', True)
('The otter is not on benin.', 'The otter could be in earth.', True)
('The locust is not in benin.', 'The locust could be in africa.', True)
('The goshawk is not in burundi.', 'The goshawk could be in the universe.', True)
('The chinchilla is not in burundi.', 'The chinchilla could be in the milky way galaxy.', True)
('The magpie is not in burundi.', 'The magpie could be in our solar system.', True)
('The mallard is not on burundi.', 'The mallard could be in earth.', True)
('The dotterel is not in burundi.', 'The dotterel could be in africa.', True)
('The rat is not in south sudan.', 'The rat could be in the universe.', True)
('The toad is not in south sudan.', 'The toad could be in the milky way galaxy.', True)
('The scorpion is not in south sudan.', 'The scorpion could be in our solar system.', True)
('The antelope is not on south sudan.', 'The antelope could be in earth.', True)
('The stinkbug is not in south sudan.', 'The stinkbug could be in africa.', True)
('The mosquito is not in  togo.', 'The mosquito could be in the universe.', True)
('The penguin is not in  togo.', 'The penguin could be in the milky way galaxy.', True)
('The ram is not in  togo.', 'The ram could be in our solar system.', True)
('The hare is not on  togo.', 'The hare could be in earth.', True)
('The hippopotamus is not in  togo.', 'The hippopotamus could be in africa.', True)
('The crane is not in  eritrea.', 'The crane could be in the universe.', True)
('The seahorse is not in  eritrea.', 'The seahorse could be in the milky way galaxy.', True)
('The ibex is not in  eritrea.', 'The ibex could be in our solar system.', True)
('The red panda is not on  eritrea.', 'The red panda could be in earth.', True)
('The sheep is not in  eritrea.', 'The sheep could be in africa.', True)
('The nightingale is not in  sierra leone.', 'The nightingale could be in the universe.', True)
('The salamander is not in  sierra leone.', 'The salamander could be in the milky way galaxy.', True)
('The salmon is not in  sierra leone.', 'The salmon could be in our solar system.', True)
('The spider is not on  sierra leone.', 'The spider could be in earth.', True)
('The seahorse is not in  sierra leone.', 'The seahorse could be in africa.', True)
('The viper is not in libya.', 'The viper could be in the universe.', True)
('The monkey is not in libya.', 'The monkey could be in the milky way galaxy.', True)
('The grasshopper is not in libya.', 'The grasshopper could be in our solar system.', True)
('The oyster is not on libya.', 'The oyster could be in earth.', True)
('The cat is not in libya.', 'The cat could be in africa.', True)
('The woodcock is not in republic of the congo.', 'The woodcock could be in the universe.', True)
('The dinosaur is not in republic of the congo.', 'The dinosaur could be in the milky way galaxy.', True)
('The crow is not in republic of the congo.', 'The crow could be in our solar system.', True)
('The stinkbug is not on republic of the congo.', 'The stinkbug could be in earth.', True)
('The dunlin is not in republic of the congo.', 'The dunlin could be in africa.', True)
('The jackal is not in central african republic.', 'The jackal could be in the universe.', True)
('The donkey is not in central african republic.', 'The donkey could be in the milky way galaxy.', True)
('The owl is not in central african republic.', 'The owl could be in our solar system.', True)
('The horse is not on central african republic.', 'The horse could be in earth.', True)
('The porpoise is not in central african republic.', 'The porpoise could be in africa.', True)
('The shark is not in liberia.', 'The shark could be in the universe.', True)
('The trout is not in liberia.', 'The trout could be in the milky way galaxy.', True)
('The dunlin is not in liberia.', 'The dunlin could be in our solar system.', True)
('The cobra is not on liberia.', 'The cobra could be in earth.', True)
('The crow is not in liberia.', 'The crow could be in africa.', True)
('The dunlin is not in europe.', 'The dunlin could be in the universe.', True)
('The seahorse is not in europe.', 'The seahorse could be in the milky way galaxy.', True)
('The mallard is not in europe.', 'The mallard could be in our solar system.', True)
('The chinchilla is not on europe.', 'The chinchilla could be in earth.', True)
('The vulture is not in ukraine.', 'The vulture could be in the universe.', True)
('The herring is not in ukraine.', 'The herring could be in the milky way galaxy.', True)
('The woodcock is not in ukraine.', 'The woodcock could be in our solar system.', True)
('The swallow is not on ukraine.', 'The swallow could be in earth.', True)
('The capybara is not in ukraine.', 'The capybara could be in europe.', True)
