('The turtle is in the universe.', 'The turtle is in the milky way galaxy.', False)
('The cobra is not in earth.', 'The cobra could be on liberia.', False)
('The crow is not in africa.', 'The crow could be in liberia.', False)
('The dunlin is not in the universe.', 'The dunlin could be in europe.', False)
('The seahorse is not in the milky way galaxy.', 'The seahorse could be in europe.', False)
('The mallard is not in our solar system.', 'The mallard could be in europe.', False)
('The chinchilla is not in earth.', 'The chinchilla could be on europe.', False)
('The vulture is not in the universe.', 'The vulture could be in ukraine.', False)
('The herring is not in the milky way galaxy.', 'The herring could be in ukraine.', False)
('The woodcock is not in our solar system.', 'The woodcock could be in ukraine.', False)
('The swallow is not in earth.', 'The swallow could be on ukraine.', False)
('The capybara is not in europe.', 'The capybara could be in ukraine.', False)
('The dragonfly is not in the universe.', 'The dragonfly could be in france.', False)
('The weasel is not in the milky way galaxy.', 'The weasel could be in france.', False)
('The duck is not in our solar system.', 'The duck could be in france.', False)
('The pheasant is not in earth.', 'The pheasant could be on france.', False)
('The rabbit is not in europe.', 'The rabbit could be in france.', False)
('The crane is not in the universe.', 'The crane could be in spain.', False)
('The hamster is not in the milky way galaxy.', 'The hamster could be in spain.', False)
('The crocodile is not in our solar system.', 'The crocodile could be in spain.', False)
('The fox is not in earth.', 'The fox could be on spain.', False)
('The woodpecker is not in europe.', 'The woodpecker could be in spain.', False)
('The stinkbug is not in the universe.', 'The stinkbug could be in sweden.', False)
('The nightingale is not in the milky way galaxy.', 'The nightingale could be in sweden.', False)
('The pony is not in our solar system.', 'The pony could be in sweden.', False)
('The cat is not in earth.', 'The cat could be on sweden.', False)
('The opossum is not in europe.', 'The opossum could be in sweden.', False)
('The pheasant is not in the universe.', 'The pheasant could be in norway.', False)
('The locust is not in the milky way galaxy.', 'The locust could be in norway.', False)
('The horse is not in our solar system.', 'The horse could be in norway.', False)
('The stork is not in earth.', 'The stork could be on norway.', False)
('The scorpion is not in europe.', 'The scorpion could be in norway.', False)
('The seahorse is not in the universe.', 'The seahorse could be in germany.', False)
('The snail is not in the milky way galaxy.', 'The snail could be in germany.', False)
('The sandpiper is not in our solar system.', 'The sandpiper could be in germany.', False)
('The swallow is not in earth.', 'The swallow could be on germany.', False)
('The quetzal is not in europe.', 'The quetzal could be in germany.', False)
('The ostrich is not in the universe.', 'The ostrich could be in finland.', False)
('The monkey is not in the milky way galaxy.', 'The monkey could be in finland.', False)
('The mantis is not in our solar system.', 'The mantis could be in finland.', False)
('The marten is not in earth.', 'The marten could be on finland.', False)
('The swan is not in europe.', 'The swan could be in finland.', False)
('The viper is not in the universe.', 'The viper could be in poland.', False)
('The barracuda is not in the milky way galaxy.', 'The barracuda could be in poland.', False)
('The dog is not in our solar system.', 'The dog could be in poland.', False)
('The bear is not in earth.', 'The bear could be on poland.', False)
('The termite is not in europe.', 'The termite could be in poland.', False)
('The ferret is not in the universe.', 'The ferret could be in italy.', False)
('The crow is not in the milky way galaxy.', 'The crow could be in italy.', False)
('The mongoose is not in our solar system.', 'The mongoose could be in italy.', False)
('The dotterel is not in earth.', 'The dotterel could be on italy.', False)
('The duck is not in europe.', 'The duck could be in italy.', False)
('The curlew is not in the universe.', 'The curlew could be in the united kingdom.', False)
('The sheep is not in the milky way galaxy.', 'The sheep could be in the united kingdom.', False)
('The gorilla is not in our solar system.', 'The gorilla could be in the united kingdom.', False)
('The hyena is not in earth.', 'The hyena could be on the united kingdom.', False)
('The anteater is not in europe.', 'The anteater could be in the united kingdom.', False)
('The grasshopper is not in the universe.', 'The grasshopper could be in romania.', False)
('The curlew is not in the milky way galaxy.', 'The curlew could be in romania.', False)
('The mole is not in our solar system.', 'The mole could be in romania.', False)
('The mantis is not in earth.', 'The mantis could be on romania.', False)
('The pigeon is not in europe.', 'The pigeon could be in romania.', False)
('The oryx is not in the universe.', 'The oryx could be in belarus.', False)
('The goat is not in the milky way galaxy.', 'The goat could be in belarus.', False)
('The alligator is not in our solar system.', 'The alligator could be in belarus.', False)
('The turtle is not in earth.', 'The turtle could be on belarus.', False)
('The chough is not in europe.', 'The chough could be in belarus.', False)
('The cheetah is not in the universe.', 'The cheetah could be in kazakhstan.', False)
('The sardine is not in the milky way galaxy.', 'The sardine could be in kazakhstan.', False)
('The salmon is not in our solar system.', 'The salmon could be in kazakhstan.', False)
('The coyote is not in earth.', 'The coyote could be on kazakhstan.', False)
('The oyster is not in europe.', 'The oyster could be in kazakhstan.', False)
('The jackal is not in the universe.', 'The jackal could be in greece.', False)
('The alpaca is not in the milky way galaxy.', 'The alpaca could be in greece.', False)
('The pigeon is not in our solar system.', 'The pigeon could be in greece.', False)
('The baboon is not in earth.', 'The baboon could be on greece.', False)
('The stingray is not in europe.', 'The stingray could be in greece.', False)
('The sand dollar is not in the universe.', 'The sand dollar could be in bulgaria.', False)
('The camel is not in the milky way galaxy.', 'The camel could be in bulgaria.', False)
('The duck is not in our solar system.', 'The duck could be in bulgaria.', False)
('The gnu is not in earth.', 'The gnu could be on bulgaria.', False)
('The eagle is not in europe.', 'The eagle could be in bulgaria.', False)
('The alpaca is not in the universe.', 'The alpaca could be in iceland.', False)
('The squid is not in the milky way galaxy.', 'The squid could be in iceland.', False)
('The gull is not in our solar system.', 'The gull could be in iceland.', False)
('The raven is not in earth.', 'The raven could be on iceland.', False)
('The swan is not in europe.', 'The swan could be in iceland.', False)
('The pigeon is not in the universe.', 'The pigeon could be in hungary.', False)
('The sardine is not in the milky way galaxy.', 'The sardine could be in hungary.', False)
('The jackal is not in our solar system.', 'The jackal could be in hungary.', False)
('The ferret is not in earth.', 'The ferret could be on hungary.', False)
('The crow is not in europe.', 'The crow could be in hungary.', False)
('The lemur is not in the universe.', 'The lemur could be in portugal.', False)
('The octopus is not in the milky way galaxy.', 'The octopus could be in portugal.', False)
('The hedgehog is not in our solar system.', 'The hedgehog could be in portugal.', False)
('The goldfinch is not in earth.', 'The goldfinch could be on portugal.', False)
('The gorilla is not in europe.', 'The gorilla could be in portugal.', False)
